form	lemma	POS	morph
de	de	PRE	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
ouvrir	ouvrir	VERinf	MORPH=empty
avant	avant	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
13	@card	DETcar	NOMB.=p|GENRE=x
octobre	octobre	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ce	ce	DETdem	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
venu	venir	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
chacun	chacun	PROind	NOMB.=s|GENRE=m
ouvre	ouvrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
portait	porter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
mettre	mettre	VERinf	MORPH=empty
en	en	ADVgen	MORPH=empty
prison	prison	NOMcom	NOMB.=s|GENRE=f
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
templiers	templier	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Tous	tout	PROind	NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
arrêtés	arrêter	VERppe	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
roi	roi	NOMcom	NOMB.=s|GENRE=m
aussi	aussi	ADVgen	MORPH=empty
-	-	PONfbl	MORPH=empty
tôt	tôt	ADVgen	MORPH=empty
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
saisir	saisir	VERinf	MORPH=empty
en	en	ADVgen	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
nom	nom	NOMcom	NOMB.=s|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
biens	bien	NOMcom	NOMB.=p|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m
jusqu'	jusque	PRE	MORPH=empty
à	à	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
en	en	ADVgen	MORPH=empty
dispose	disposer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
paraît	paraître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
évident	évident	ADJqua	MORPH=empty
que	que	CONsub	MORPH=empty
leur	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
perte	perte	NOMcom	NOMB.=s|GENRE=f
était	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
résolue	résoudre	VERppe	NOMB.=s|GENRE=f
très	très	ADVgen	MORPH=empty
-	-	PONfbl	MORPH=empty
longtems	longtemps	ADVgen	MORPH=empty
avant	avant	PRE	MORPH=empty
cet	ce	DETdem	NOMB.=s|GENRE=m
éclat	éclat	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
L'	le	DETdef	
accusation	accusation	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
emprisonnement	emprisonnement	NOMcom	NOMB.=s|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
13.9	@card	PROcar	NOMB.=p|GENRE=x
mais	mais	CONcoo	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
retrouvé	retrouver	VERppe	NOMB.=s|GENRE=m
des	un	DETind	NOMB.=p|GENRE=f
lettres	lettre	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
Philippe	Philippe	NOMpro	NOMB.=s|GENRE=m
Le	Le	NOMpro	NOMB.=s|GENRE=m
Bel	Bel	NOMpro	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
comte	comte	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Flandres	Flandres	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
datées	dater	VERppe	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
Melun	Melun	NOMpro	NOMB.=s|GENRE=f
13.6	@card	PROcar	NOMB.=p|GENRE=x
par	par	PRE	MORPH=empty
lesquelles	lequel	PROrel	NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
priait	prier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
joindre	joindre	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
pour	pour	PRE	MORPH=empty
extirper	extirper	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
templiers	templier	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fallait	falloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
juger	juger	VERinf	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
prodigieux	prodigieux	ADJqua	NOMB.=s|GENRE=m
nombre	nombre	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
accusés	accusé	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
pape	pape	NOMcom	NOMB.=s|GENRE=m
Clément	Clément	NOMpro	NOMB.=s|GENRE=m
V	V	NOMpro	GENRE=f
créature	créature	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Philippe	Philippe	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
qui	qui	PROrel	MORPH=empty
demeurait	demeurer	VERcjg	MODE=con|PERS.=3|NOMB.=s
alors	alors	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
Poitiers	Poitiers	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
joint	joindre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
après	après	PRE	MORPH=empty
quelques	quelque	DETind	NOMB.=p|GENRE=m
disputes	dispute	NOMcom	NOMB.=p|GENRE=f
sur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
droit	droit	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
église	église	NOMcom	NOMB.=s|GENRE=f
avait	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
d'	de	PRE	MORPH=empty
exterminer	exterminer	VERinf	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=x
religieux	religieux	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
droit	droit	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
roi	roi	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
punir	punir	VERinf	MORPH=empty
des	un	DETind	NOMB.=p|GENRE=m
sujets	sujet	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
pape	pape	NOMcom	NOMB.=s|GENRE=m
interrogea	interroger	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
-	-	PONfbl	MORPH=empty
même	même	ADJind	NOMB.=s|GENRE=x
soixante	soixante	DETcar	NOMB.=p|GENRE=x
et	et	CONcoo	MORPH=empty
douze	douze	DETcar	NOMB.=p|GENRE=x
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m
;	;	PONfbl	MORPH=empty
des	un	DETind	NOMB.=p|GENRE=m
inquisiteurs	inquisiteur	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
des	un	DETind	NOMB.=p|GENRE=m
commissaires	commissaire	NOMcom	NOMB.=p|GENRE=f
délégués	délégué	NOMcom	NOMB.=p|GENRE=m
procèdent	procéder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
partout	partout	ADVgen	MORPH=empty
contre	contre	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
autres	autre	PROind	NOMB.=p|GENRE=x
.	.	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
bulles	bulle	NOMcom	NOMB.=p|GENRE=f
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
envoyées	envoyer	VERppe	NOMB.=p|GENRE=f
chez	chez	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
potentats	potentat	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
Europe	Europe	NOMpro	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
exciter	exciter	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
imiter	imiter	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
France	France	NOMpro	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
s'	le	PROper	
y	y	PROadv	MORPH=empty
conforme	conformer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
Castille	Castille	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
Arragon	Arragon	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
Sicile	Sicile	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
Angleterre	Angleterre	NOMpro	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
ne	ne	ADVneg	MORPH=empty
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
qu'	que	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f
qu'	que	PROrel	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
fit	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
périr	périr	VERinf	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=x
malheureux	malheureux	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Deux	deux	DETcar	NOMB.=s|GENRE=m
cent	cent	DETcar	NOMB.=p|GENRE=x
et	et	CONcoo	MORPH=empty
un	un	DETcar	NOMB.=s|GENRE=m
témoins	témoin	NOMcom	NOMB.=p|GENRE=f
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
accusèrent	accuser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
renier	renier	VERinf	MORPH=empty
Jésus	Jésus	NOMpro	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
Christ	Christ	NOMpro	NOMB.=p|GENRE=m
en	en	ADVgen	MORPH=empty
entrant	entrer	VERppa	NOMB.=x|GENRE=x
dans	dans	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
cracher	cracher	VERinf	MORPH=empty
sur	sur	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
croix	croix	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
d'	de	PRE	MORPH=empty
adorer	adorer	VERinf	MORPH=empty
une	un	DETind	NOMB.=s|GENRE=f
tête	tête	NOMcom	NOMB.=s|GENRE=f
dorée	doré	ADJqua	NOMB.=s|GENRE=f
montée	monter	VERppe	NOMB.=s|GENRE=f
sur	sur	PRE	MORPH=empty
quatre	quatre	DETcar	NOMB.=p|GENRE=x
pieds	pied	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
novice	novice	NOMcom	NOMB.=s|GENRE=m
baisait	baiser	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
le	le	DETdef	PERS.=3|NOMB.=s|GENRE=m
profez	profès	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
recevait	recevoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
bouche	bouche	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
nombril	nombril	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
à	à	PRE	MORPH=empty
des	un	DETind	NOMB.=p|GENRE=f
parties	partie	NOMcom	NOMB.=p|GENRE=f
qui	qui	PROrel	MORPH=empty
paraissent	paraître	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
peu	peu	ADVgen	MORPH=empty
destinées	destiner	VERppe	NOMB.=p|GENRE=f
à	à	PRE	MORPH=empty
cet	ce	DETdem	NOMB.=s|GENRE=m
usage	usage	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
jurait	jurer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
s'	le	PROper	
abandonner	abandonner	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=f
confréres	confrère	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Voilà	voilà	VERcjg	MODE=imp|PERS.=2|NOMB.=s
,	,	PONfbl	MORPH=empty
disent	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
informations	information	NOMcom	NOMB.=p|GENRE=m
conservées	conserver	VERppe	NOMB.=p|GENRE=f
jusqu'	jusque	PRE	MORPH=empty
à	à	PRE	MORPH=empty
nos	notre	DETpos	PERS.=1|NOMB.=p|GENRE=m
jours	jour	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	MORPH=empty
avouèrent	avouer	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
soixante	soixante	DETcar	NOMB.=p|GENRE=x
et	et	CONcoo	MORPH=empty
douze	douze	DETcar	NOMB.=p|GENRE=x
templiers	templier	NOMcom	NOMB.=p|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
pape	pape	NOMcom	NOMB.=s|GENRE=m
même	même	ADJind	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
cent	cent	PROcar	NOMB.=p|GENRE=x
quarante	quarante	PROcar	NOMB.=p|GENRE=x
-	-	PONfbl	MORPH=empty
un	un	PROcar	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=x
accusés	accusé	NOMcom	NOMB.=p|GENRE=m
à	à	PRE	MORPH=empty
frére	frère	NOMcom	NOMB.=s|GENRE=m
Guillaume	Guillaume	NOMpro	NOMB.=s|GENRE=m
cordelier	cordelier	NOMcom	NOMB.=s|GENRE=m
inquisiteur	inquisiteur	ADJqua	MORPH=empty
dans	dans	PRE	MORPH=empty
Paris	Paris	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
en	en	ADVgen	MORPH=empty
présence	présence	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
témoins	témoin	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ajoute	ajouter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
maître	maître	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
même	même	ADJind	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
maître	maître	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Chypre	Chypre	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
maîtres	maître	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
France	France	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
Poitou	Poitou	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
Vienne	Vienne	NOMpro	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
Normandie	Normandie	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
firent	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
mêmes	même	ADJind	NOMB.=p|GENRE=x
aveus	aveu	NOMcom	NOMB.=p|GENRE=m
à	à	PRE	MORPH=empty
trois	trois	DETcar	NOMB.=p|GENRE=x
cardinaux	cardinal	NOMcom	NOMB.=p|GENRE=f
délégués	délégué	NOMcom	NOMB.=p|GENRE=f
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
pape	pape	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
indubitable	indubitable	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
fit	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
subir	subir	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
tortures	torture	NOMcom	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
plus	plus	ADVgen	MORPH=empty
cruelles	cruel	ADJqua	NOMB.=p|GENRE=f
à	à	PRE	MORPH=empty
plus	plus	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
cent	cent	ADJqua	NOMB.=p|GENRE=x
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
en	en	ADVgen	MORPH=empty
brula	brûler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
vifs	vif	ADJqua	NOMB.=p|GENRE=m
cinquante	cinquante	PROcar	NOMB.=p|GENRE=x
-	-	PONfbl	MORPH=empty
neuf	neuf	PROcar	NOMB.=p|GENRE=x
en	en	ADVgen	MORPH=empty
un	un	DETind	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
près	près	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
abbaïe	abbaye	NOMcom	NOMB.=s|GENRE=f
st	saint	NOMcom	MORPH=empty
Antoine	Antoine	NOMpro	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Paris	Paris	NOMpro	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
grand	grand	ADJqua	NOMB.=s|GENRE=m
-	-	PONfbl	MORPH=empty
maître	maître	NOMcom	NOMB.=s|GENRE=m
Jean	Jean	NOMpro	NOMB.=s|GENRE=m
De	De	NOMpro	MORPH=empty
Molay	Molay	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
Gui	Gui	NOMpro	NOMB.=s|GENRE=m
frére	frère	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
dauphin	dauphin	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
Auvergne	Auvergne	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
deux	deux	PROcar	NOMB.=p|GENRE=x
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
principaux	principal	ADJqua	NOMB.=p|GENRE=m
seigneurs	seigneur	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
Europe	Europe	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
un	un	PROind	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
dignité	dignité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
autre	autre	PROind	NOMB.=s|GENRE=x
par	par	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
naissance	naissance	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
furent	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p
aussi	aussi	ADVgen	MORPH=empty
jettés	jeter	VERppe	NOMB.=s|GENRE=m
vifs	vif	ADJqua	NOMB.=p|GENRE=m
dans	dans	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
flammes	flamme	NOMcom	NOMB.=p|GENRE=f
à	à	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
endroit	endroit	NOMcom	NOMB.=s|GENRE=m
où	que	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
présent	présent	ADJqua	NOMB.=s|GENRE=m
la	le	DETdef	NOMB.=s|GENRE=f
statue	statue	NOMcom	NOMB.=s|GENRE=f
équestre	équestre	ADJqua	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
roi	roi	NOMcom	NOMB.=s|GENRE=m
Henri	Henri	NOMpro	NOMB.=s|GENRE=m
IV	IV	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ces	ce	DETdem	NOMB.=p|GENRE=x
supplices	supplice	NOMcom	NOMB.=p|GENRE=m
dans	dans	PRE	MORPH=empty
lesquels	lequel	PROrel	NOMB.=s|GENRE=f
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mourir	mourir	VERinf	MORPH=empty
tant	tant	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
citoyens	citoyen	NOMcom	NOMB.=p|GENRE=f
d'	de	PRE	MORPH=empty
ailleurs	ailleurs	ADVgen	MORPH=empty
respectables	respectable	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
foule	foule	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
témoins	témoin	NOMcom	NOMB.=p|GENRE=f
contre	contre	PRE	MORPH=empty
eux	le	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
,	,	PONfbl	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=x
nombreuses	nombreux	ADJqua	NOMB.=p|GENRE=f
dépositions	déposition	NOMcom	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
accusés	accusé	NOMcom	NOMB.=p|GENRE=m
mêmes	même	ADJind	NOMB.=p|GENRE=x
,	,	PONfbl	MORPH=empty
semblent	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
des	un	DETind	NOMB.=p|GENRE=f
preuves	preuve	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
leur	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
crime	crime	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
justice	justice	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
leur	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
perte	perte	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
que	que	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
raisons	raison	NOMcom	NOMB.=p|GENRE=f
en	en	ADVgen	MORPH=empty
leur	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
faveur	faveur	NOMcom	NOMB.=s|GENRE=f
!	!	PONfrt	MORPH=empty
Premiérement	premièrement	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
ces	ce	DETdem	NOMB.=p|GENRE=x
témoins	témoin	NOMcom	NOMB.=p|GENRE=f
