form	lemma	POS	morph
qu'	que	PROrel	MORPH=empty
en	en	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
coeur	cœur	NOMcom	NOMB.=s|GENRE=m
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
naître	naître	VERinf	MORPH=empty
;	;	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
sais	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
comme	comme	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
esprit	esprit	NOMcom	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
doux	doux	ADJqua	NOMB.=s|GENRE=m
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vais	aller	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
en	en	PRE	MORPH=empty
peu	peu	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
mots	mot	NOMcom	NOMB.=p|GENRE=m
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
découvrir	découvrir	VERinf	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Oh	oh	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
Merveilleux	merveilleux	ADJqua	NOMB.=s|GENRE=m
pouvoir	pouvoir	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
magique	magique	ADJqua	NOMB.=s|GENRE=f
!	!	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
ton	ton	DETpos	PERS.=2|NOMB.=s|GENRE=m
maître	maître	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
point	point	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
constance	constance	NOMcom	NOMB.=s|GENRE=f
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
pique	piquer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
seule	seul	ADJqua	NOMB.=s|GENRE=f
anime	animer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
dessein	dessein	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
appréhende	appréhender	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
de	de	PRE	MORPH=empty
soupirer	soupirer	VERinf	MORPH=empty
en	en	PRE	MORPH=empty
vain	vain	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
espérer	espérer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
fort	fort	NOMcom	NOMB.=s|GENRE=m
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
veut	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
prendre	prendre	VERinf	MORPH=empty
N'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
pas	pas	ADVneg	MORPH=empty
sourd	sourd	ADJqua	NOMB.=s|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
traités	traité	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
voudra	vouloir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
rendre	rendre	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
beaucoup	beaucoup	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
fort	fort	NOMcom	NOMB.=s|GENRE=m
dépend	dépendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
d'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
gouverneur	gouverneur	NOMcom	NOMB.=s|GENRE=m
Difficile	difficile	ADJqua	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
gagner	gagner	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
là	là	ADVgen	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
malheur	malheur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
diable	diable	NOMcom	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
fâcheux	fâcheux	ADJqua	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
toujours	toujours	ADVgen	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
éclaire	éclairer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vais	aller	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
enseigner	enseigner	VERinf	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
devez	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
faire	faire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Cessez	cesser	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
ô	ô	INJ	MORPH=empty
Trufaldin	Trufaldin	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
inquiéter	inquiéter	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
ordre	ordre	NOMcom	NOMB.=s|GENRE=m
seul	seul	ADJqua	NOMB.=s|GENRE=m
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
visiter	visiter	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
envoyais	envoyer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
serviteur	serviteur	NOMcom	NOMB.=s|GENRE=m
fidèle	fidèle	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
offrir	offrir	VERinf	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
service	service	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
parler	parler	VERinf	MORPH=empty
pour	pour	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
Dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=i
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
dans	dans	PRE	MORPH=empty
peu	peu	ADVgen	MORPH=empty
payer	payer	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
liberté	liberté	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Pourvu	pourvoir	VERinf	NOMB.=s|GENRE=m
qu'	que	CONsub	MORPH=empty
entre	entre	PRE	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
deux	deux	ADJcar	NOMB.=p|GENRE=x
le	le	DETdef	NOMB.=s|GENRE=m
prix	prix	NOMcom	NOMB.=s|GENRE=m
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
arrêté	arrêter	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
peste	peste	NOMcom	NOMB.=s|GENRE=f
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
bête	bête	NOMcom	NOMB.=s|GENRE=f
!	!	PONfrt	MORPH=empty
Ho	ho	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
Ho	ho	INJ	MORPH=empty
!	!	PONfrt	MORPH=empty
Qui	qui	PROrel	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p|GENRE=x
deux	deux	PROcar	NOMB.=p|GENRE=x
croire	croire	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
Ce	ce	DETdem	NOMB.=s|GENRE=m
discours	discours	NOMcom	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
premier	premier	ADJord	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fort	fort	ADVgen	MORPH=empty
contradictoire	contradictoire	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Monsieur	monsieur	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
galant	galant	ADJqua	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
cerveau	cerveau	NOMcom	NOMB.=s|GENRE=m
blessé	blesser	VERppe	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Ne	ne	ADVneg	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
savez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
-vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
pas	pas	ADVneg	MORPH=empty
?	?	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
sais	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
sais	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
;	;	PONfbl	MORPH=empty
J'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
crainte	crainte	NOMcom	NOMB.=s|GENRE=f
ici	ici	ADVgen	MORPH=empty
dessous	dessous	PRE	MORPH=empty
de	de	PRE	MORPH=empty
quelque	quelque	DETind	NOMB.=s|GENRE=m
manigance	manigance	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Rentrez	rentrer	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
prenez	prendre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
jamais	jamais	ADVgen	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
licence	licence	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
,	,	PONfbl	MORPH=empty
filous	filou	NOMcom	NOMB.=p|GENRE=m
fieffés	fieffé	ADJqua	NOMB.=p|GENRE=m
(	(	PONpga	MORPH=empty
ou	ou	CONcoo	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
trompe	tromper	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
fort	fort	ADVgen	MORPH=empty
)	)	PONpdr	MORPH=empty
,	,	PONfbl	MORPH=empty
Mettez	mettre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
pour	pour	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
jouer	jouer	VERinf	MORPH=empty
vos	votre	DETpos	PERS.=2|NOMB.=p|GENRE=f
flûtes	flûte	NOMcom	NOMB.=p|GENRE=f
mieux	mieux	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
accord	accord	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
fait	faire	VERppe	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
voudrais	vouloir	VERcjg	MODE=con|PERS.=1|NOMB.=s
qu'	que	CONsub	MORPH=empty
encore	encore	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
flatterie	flatterie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
nous	nous	PROper	PERS.=1|NOMB.=p|GENRE=x|CAS=x
eût	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
d'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
bâton	bâton	NOMcom	NOMB.=s|GENRE=m
chargés	charger	VERppe	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
compagnie	compagnie	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
À	à	PRE	MORPH=empty
quoi	quoi	PROint	NOMB.=s|GENRE=n
bon	bon	ADJqua	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
montrer	montrer	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
comme	comme	CONsub	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
étourdi	étourdir	VERppe	NOMB.=s|GENRE=m
Me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
venir	venir	VERinf	MORPH=empty
démentir	démentir	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
dis	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
MOLIERE_TARTUFFE_TRAIN	…	PONfrt	MORPH=empty
Allons	aller	VERcjg	MODE=imp|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
Flipote	Flipote	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
allons	aller	VERcjg	MODE=imp|PERS.=1|NOMB.=p
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
d'	de	PRE	MORPH=empty
eux	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
délivre	délivrer	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
marchez	marcher	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
d'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
tel	tel	ADJind	NOMB.=s|GENRE=m
pas	pas	NOMcom	NOMB.=s|GENRE=m
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
peine	peine	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
suivre	suivre	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Laissez	laisser	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
bru	bru	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
laissez	laisser	VERcjg	MODE=imp|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
ne	ne	ADVneg	MORPH=empty
venez	venir	VERcjg	MODE=imp|PERS.=2|NOMB.=p
pas	pas	ADVneg	MORPH=empty
plus	plus	ADVgen	MORPH=empty
loin	loin	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
toutes	tout	DETind	NOMB.=p|GENRE=f
façons	façon	NOMcom	NOMB.=p|GENRE=f
dont	dont	PROrel	NOMB.=x|GENRE=x|CAS=i
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
n'	ne	ADVneg	MORPH=empty
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
pas	pas	ADVneg	MORPH=empty
besoin	besoin	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
envers	envers	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
acquitte	acquitter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
mère	mère	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
d'	de	PRE	MORPH=empty
où	où	PROrel	NOMB.=x|GENRE=x|CAS=i
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
sortez	sortir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
si	si	ADVgen	MORPH=empty
vite	vite	ADVgen	MORPH=empty
?	?	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
puis	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
voir	voir	VERinf	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
ce	ce	DETdem	NOMB.=s|GENRE=m
ménage	ménage	NOMcom	NOMB.=s|GENRE=m
-ci	ci	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
complaire	complaire	VERinf	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
prend	prendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nul	nul	DETind	NOMB.=s|GENRE=m
souci	souci	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Oui	oui	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
sors	sortir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
de	de	PRE	MORPH=empty
chez	chez	PRE	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
fort	fort	ADVgen	MORPH=empty
mal	mal	ADVgen	MORPH=empty
édifiée	édifier	VERppe	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Dans	dans	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=f
leçons	leçon	NOMcom	NOMB.=p|GENRE=f
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
y	y	PROadv	MORPH=empty
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
contrariée	contrarier	VERppe	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
On	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
respecte	respecter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
rien	rien	PROind	NOMB.=s|GENRE=x
,	,	PONfbl	MORPH=empty
chacun	chacun	PROind	NOMB.=s|GENRE=m
y	y	PROadv	MORPH=empty
parle	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
haut	haut	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tout	tout	ADVgen	MORPH=empty
justement	justement	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
cour	cour	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
roi	roi	NOMcom	NOMB.=s|GENRE=m
Pétaud	Pétaud	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Si	si	ADVgen	MORPH=empty
...	…	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
êtes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
,	,	PONfbl	MORPH=empty
mamie	mamie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
fille	fille	NOMcom	NOMB.=s|GENRE=f
suivante	suivant	ADJqua	NOMB.=s|GENRE=f
Un	un	DETndf	NOMB.=s|GENRE=m
peu	peu	PROind	MORPH=empty
trop	trop	ADVgen	MORPH=empty
forte	fort	ADJqua	NOMB.=s|GENRE=f
en	en	PRE	MORPH=empty
gueule	gueule	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
fort	fort	ADVgen	MORPH=empty
impertinente	impertinent	ADJqua	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
mêlez	mêler	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
sur	sur	PRE	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
votre	votre	DETpos	PERS.=2|NOMB.=s|GENRE=m
avis	avis	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
...	…	PONfrt	MORPH=empty
.	.	PONfrt	MORPH=empty
Vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
êtes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
un	un	DETndf	NOMB.=s|GENRE=m
sot	sot	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
trois	trois	DETcar	NOMB.=p|GENRE=x
lettres	lettre	NOMcom	NOMB.=p|GENRE=f
,	,	PONfbl	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
fils	fils	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
qui	qui	PROrel	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p|GENRE=x|CAS=x
